burst,Ind_ID,new_burst,attribution_merged
burst_1,Furry Glen,66842,Resting
burst_1,Furry Glen,66843,Resting
burst_1,Furry Glen,66844,Resting
burst_1,Furry Glen,66845,Resting
burst_1,Furry Glen,66846,Grooming actor
burst_1,Furry Glen,66847,Grooming receiver
burst_1,Furry Glen,66848,Grooming receiver
burst_1,Furry Glen,66849,Resting
burst_1,Furry Glen,66850,Resting
burst_1,Furry Glen,66851,Resting
burst_1,Furry Glen,66852,Resting
burst_1,Furry Glen,66853,Resting
burst_1,Furry Glen,66854,Resting
burst_1,Furry Glen,73627,Remove
burst_1,Furry Glen,73628,Remove
burst_1,Furry Glen,73629,Resting
burst_1,Furry Glen,73630,Resting
burst_1,Furry Glen,73631,Grooming actor
burst_1,Furry Glen,75535,Grooming receiver
burst_1,Furry Glen,76546,Remove
burst_1,Furry Glen,76549,Sleeping
burst_1,Furry Glen,76555,Grooming actor
burst_1,Furry Glen,76556,Grooming actor
burst_1,Furry Glen,76557,Resting
burst_1,Furry Glen,76559,Grooming actor
burst_1,Furry Glen,81335,Sleeping
burst_1,Furry Glen,81336,Sleeping
burst_1,Furry Glen,81337,Sleeping
burst_1,Furry Glen,81338,Sleeping
burst_1,Furry Glen,81411,Grooming receiver
burst_1,Furry Glen,91974,Eating
burst_1,Furry Glen,91975,Eating
burst_1,Furry Glen,91976,Walking
burst_1,Furry Glen,91977,Eating
burst_1,Furry Glen,92042,Resting
burst_1,Furry Glen,92043,Walking
burst_1,Furry Glen,96704,Resting
burst_1,Furry Glen,96705,Resting
burst_1,Furry Glen,96706,Resting
burst_1,Furry Glen,96707,Resting
burst_1,Furry Glen,96708,Remove
burst_1,Furry Glen,96709,Walking
burst_1,Furry Glen,96710,Eating
burst_1,Furry Glen,301016,Grooming receiver
burst_1,Furry Glen,301017,Grooming receiver
burst_1,Furry Glen,301018,Grooming actor
burst_1,Furry Glen,301019,Grooming actor
burst_1,Furry Glen,301020,Grooming actor
burst_1,Furry Glen,301021,Grooming receiver
burst_1,Furry Glen,301022,Grooming receiver
burst_1,Furry Glen,301023,Grooming actor
burst_1,Furry Glen,301024,Grooming actor
burst_1,Furry Glen,301025,Grooming receiver
burst_1,Furry Glen,301026,Grooming receiver
burst_1,Furry Glen,301027,Grooming actor
burst_1,Furry Glen,301028,Grooming actor
burst_1,Furry Glen,301030,Grooming actor
burst_1,Furry Glen,301031,Grooming receiver
burst_1,Furry Glen,301032,Grooming receiver
burst_1,Furry Glen,301033,Grooming actor
burst_1,Furry Glen,301034,Grooming actor
burst_1,Furry Glen,301035,Remove
burst_1,Furry Glen,301734,Eating
burst_1,Furry Glen,301735,Eating
burst_1,Furry Glen,301736,Eating
burst_1,Furry Glen,301737,Eating
burst_1,Furry Glen,301738,Eating
burst_1,Furry Glen,301739,Eating
burst_1,Furry Glen,301740,Eating
burst_1,Furry Glen,301741,Eating
burst_1,Furry Glen,301742,Eating
burst_1,Furry Glen,301743,Eating
burst_1,Furry Glen,301744,Eating
burst_1,Furry Glen,301745,Eating
burst_1,Furry Glen,301746,Eating
burst_1,Furry Glen,301747,Eating
burst_1,Furry Glen,301748,Eating
burst_1,Furry Glen,301749,Resting
burst_1,Furry Glen,301750,Walking
burst_1,Furry Glen,301751,Resting
burst_1,Furry Glen,301752,Resting
burst_1,Furry Glen,301753,Remove
burst_1,Furry Glen,301754,Resting
burst_1,Furry Glen,301888,Eating
burst_1,Furry Glen,301889,Resting
burst_1,Furry Glen,301890,Resting
burst_1,Furry Glen,301891,Resting
burst_1,Furry Glen,377535,Grooming receiver
burst_1,Furry Glen,377536,Self-scratching
burst_1,Furry Glen,377537,Walking
burst_1,Furry Glen,377538,Resting
burst_1,Furry Glen,377539,Resting
burst_1,Furry Glen,377540,Resting
burst_1,Furry Glen,377541,Resting
burst_1,Furry Glen,377542,Resting
burst_1,Furry Glen,377543,Resting
burst_1,Furry Glen,377544,Resting
burst_1,Furry Glen,377545,Resting
burst_1,Furry Glen,377546,Resting
burst_1,Furry Glen,377547,Resting
burst_1,Furry Glen,377548,Resting
burst_1,Furry Glen,377549,Resting
burst_1,Furry Glen,377550,Resting
burst_1,Furry Glen,377551,Resting
burst_1,Heelal,94011,Resting
burst_1,Heelal,158363,Sleeping
burst_1,Heelal,158364,Sleeping
burst_1,Heelal,158365,Resting
burst_1,Heelal,158366,Resting
burst_1,Heelal,158367,Sleeping
burst_1,Heelal,158368,Resting
burst_1,Kommunis,214587,Walking
burst_1,Kommunis,214588,Eating
burst_1,Kommunis,214589,Eating
burst_1,Kommunis,214590,Resting
burst_1,Kommunis,214591,Resting
burst_1,Kommunis,214592,Resting
burst_1,Kommunis,214593,Eating
burst_1,Kommunis,214594,Eating
burst_1,Kommunis,214603,Eating
burst_1,Kommunis,214604,Eating
burst_1,Kommunis,214605,Eating
burst_1,Kommunis,214606,Eating
burst_1,Kommunis,214607,Resting
burst_1,Kommunis,306760,Resting
burst_1,Kommunis,306761,Resting
burst_1,Kommunis,306762,Eating
burst_1,Kommunis,306763,Resting
burst_1,Kommunis,306764,Remove
burst_1,Kommunis,306765,Remove
burst_1,Kommunis,306766,Remove
burst_1,Kommunis,306767,Eating
burst_1,Kommunis,306768,Eating
burst_1,Kommunis,306769,Eating
burst_1,Kommunis,306770,Remove
burst_1,Kommunis,306771,Remove
burst_1,Kommunis,306772,Remove
burst_1,Kommunis,306773,Resting
burst_1,Mieles,289538,Grooming receiver
burst_1,Mieles,289539,Grooming actor
burst_1,Mieles,289540,Remove
burst_1,Mieles,289541,Remove
burst_1,Mieles,289542,Remove
burst_1,Mieles,289543,Remove
burst_1,Mieles,289544,Remove
burst_1,Mieles,289545,Grooming actor
burst_1,Mieles,297102,Eating
burst_1,Mieles,299142,Grooming actor
burst_1,Mieles,299143,Grooming receiver
burst_1,Mieles,299144,Grooming receiver
burst_1,Mieles,299145,Remove
burst_1,Mieles,299146,Remove
burst_1,Mieles,299147,Resting
burst_1,Mieles,299148,Remove
burst_1,Mieles,299149,Grooming receiver
burst_1,Mieles,299150,Grooming receiver
burst_1,Mieles,299151,Grooming actor
burst_1,Mieles,299152,Grooming actor
burst_1,Mieles,299153,Grooming receiver
burst_1,Mieles,299154,Grooming receiver
burst_1,Mieles,299155,Grooming receiver
burst_1,Mieles,299156,Grooming receiver
burst_1,Mieles,299157,Grooming receiver
burst_1,Mieles,299158,Grooming actor
burst_1,Mieles,299159,Grooming actor
burst_1,Mieles,299160,Grooming actor
burst_1,Mieles,300110,Grooming actor
burst_1,Mieles,300111,Grooming actor
burst_1,Mieles,300112,Grooming actor
burst_1,Mieles,300113,Grooming receiver
burst_1,Mieles,300114,Grooming actor
burst_1,Mieles,300115,Grooming receiver
burst_1,Mieles,300116,Grooming receiver
burst_1,Mieles,300117,Grooming receiver
burst_1,Mieles,300118,Resting
burst_1,Mieles,300119,Resting
burst_1,Mieles,300120,Remove
burst_1,Mieles,300121,Remove
burst_1,Mieles,300122,Remove
burst_1,Mieles,300123,Remove
burst_1,Mieles,300124,Grooming actor
burst_1,Mieles,300125,Grooming actor
burst_1,Mieles,300126,Grooming actor
burst_1,Mieles,300127,Resting
burst_1,Mieles,300128,Grooming actor
burst_1,Mieles,300129,Grooming actor
burst_1,Mieles,300130,Remove
burst_1,Mieles,300131,Grooming receiver
burst_1,Mieles,300132,Resting
burst_1,Mieles,300133,Remove
burst_1,Mieles,300134,Remove
burst_1,Mieles,300135,Remove
burst_1,Mieles,300136,Remove
burst_1,Mieles,300137,Remove
burst_1,Mieles,300138,Grooming actor
burst_1,Mieles,300139,Grooming receiver
burst_1,Mieles,300140,Grooming receiver
burst_1,Mieles,300141,Grooming receiver
burst_1,Mieles,305022,Grooming actor
burst_1,Mieles,305023,Grooming actor
burst_1,Mieles,305024,Grooming actor
burst_1,Mieles,305025,Grooming actor
burst_1,Mieles,305026,Resting
burst_1,Mieles,305027,Resting
burst_1,Mieles,305028,Grooming actor
burst_1,Mieles,305029,Grooming actor
burst_1,Mieles,305030,Grooming actor
burst_1,Mieles,305031,Resting
burst_1,Mieles,305032,Grooming receiver
burst_1,Mieles,305033,Eating
burst_1,Mieles,305034,Eating
burst_1,Mieles,305035,Resting
burst_1,Mieles,305036,Remove
burst_1,Mieles,305037,Resting
burst_1,Mieles,305038,Resting
burst_1,Mieles,305039,Eating
burst_1,Mieles,305040,Eating
burst_1,Mieles,305041,Eating
burst_1,Mieles,306642,Walking
burst_1,Mieles,306643,Remove
burst_1,Mieles,306644,Eating
burst_1,Mieles,329811,Eating
burst_1,Mieles,329812,Eating
burst_1,Mieles,329813,Eating
burst_1,Mieles,329814,Eating
burst_1,Mieles,329815,Eating
burst_1,Mieles,329816,Eating
burst_1,Mieles,329817,Eating
burst_1,Mieles,329818,Eating
burst_1,Mieles,329819,Eating
burst_1,Mieles,329820,Eating
burst_1,Mieles,329821,Walking
burst_1,Mieles,329822,Eating
burst_1,Mieles,329823,Eating
burst_1,Mieles,329824,Eating
burst_1,Mieles,329825,Eating
burst_1,Mieles,329826,Walking
burst_1,Mieles,329827,Resting
burst_1,Mieles,329828,Self-scratching
burst_1,Mieles,329829,Eating
burst_1,Mieles,329830,Eating
burst_1,Mieles,329879,Grooming actor
burst_1,Mieles,329880,Grooming actor
burst_1,Mieles,329881,Grooming actor
burst_1,Mieles,329882,Remove
burst_1,Mieles,329883,Grooming actor
burst_1,Mieles,329884,Grooming actor
burst_1,Mieles,329885,Grooming receiver
burst_1,Nakhu,87373,Walking
burst_1,Nakhu,87377,Resting
burst_1,Nakhu,87378,Eating
burst_1,Nakhu,87379,Eating
burst_1,Nakhu,87419,Eating
burst_1,Nakhu,87420,Eating
burst_1,Nakhu,87421,Eating
burst_1,Nakhu,87422,Eating
burst_1,Nakhu,87423,Eating
burst_1,Nakhu,151664,Resting
burst_1,Nakhu,151665,Resting
burst_1,Nakhu,151666,Resting
burst_1,Nakhu,151677,Sleeping
burst_1,Nakhu,151678,Sleeping
burst_1,Nakhu,151679,Sleeping
burst_1,Nakhu,151680,Resting
burst_1,Nakhu,151681,Sleeping
burst_1,Nakhu,151682,Resting
burst_1,Nakhu,151683,Sleeping
burst_1,Nakhu,151684,Sleeping
burst_1,Nakhu,151685,Resting
burst_1,Nakhu,151686,Resting
burst_1,Nakhu,160426,Eating
burst_1,Nakhu,160427,Walking
burst_1,Nakhu,160428,Eating
burst_1,Nakhu,160429,Resting
burst_1,Nakhu,160430,Remove
burst_1,Nakhu,160431,Walking
burst_1,Nakhu,160432,Resting
burst_1,Nakhu,160433,Walking
burst_1,Nakhu,160434,Resting
burst_1,Nakhu,209006,Resting
burst_1,Nakhu,209007,Remove
burst_1,Nakhu,209008,Remove
burst_1,Nakhu,209009,Resting
burst_1,Nakhu,209010,Resting
burst_1,Nakhu,209011,Resting
burst_1,Nakhu,209012,Resting
burst_1,Nakhu,209013,Walking
burst_1,Nakhu,209014,Remove
burst_1,Nakhu,209015,Eating
burst_1,Nakhu,209016,Resting
burst_1,Nakhu,209017,Remove
burst_1,Nakhu,209018,Resting
burst_1,Nakhu,209062,Resting
burst_1,Nakhu,209063,Resting
burst_1,Nakhu,209064,Resting
burst_1,Nakhu,209065,Remove
burst_1,Nakhu,209066,Remove
burst_1,Nakhu,209067,Resting
burst_1,Nakhu,209073,Remove
burst_1,Nakhu,209074,Walking
burst_1,Nakhu,209075,Walking
burst_1,Nakhu,209076,Resting
burst_1,Nakhu,209077,Remove
burst_1,Nakhu,217566,Resting
burst_1,Nakhu,217567,Resting
burst_1,Nakhu,217568,Resting
burst_1,Nakhu,217569,Walking
burst_1,Nakhu,217570,Remove
burst_1,Nakhu,217571,Remove
burst_1,Nakhu,217572,Remove
burst_1,Nakhu,217573,Remove
burst_1,Nakhu,217574,Remove
burst_1,Nakhu,217575,Remove
burst_1,Nakhu,217576,Remove
burst_1,Nakhu,217577,Remove
burst_1,Nakhu,217578,Remove
burst_1,Nakhu,217579,Remove
burst_1,Nakhu,217580,Remove
burst_1,Nakhu,217581,Remove
burst_1,Nakhu,217582,Remove
burst_1,Nakhu,217583,Resting
burst_1,Nakhu,217584,Resting
burst_1,Nakhu,217585,Eating
burst_1,Nakhu,217586,Resting
burst_1,Nakhu,217588,Resting
burst_1,Nakhu,217589,Resting
burst_1,Nakhu,217590,Remove
burst_1,Nakhu,217591,Remove
burst_1,Nakhu,217592,Remove
burst_1,Nakhu,217593,Remove
burst_1,Nakhu,217594,Remove
burst_1,Nakhu,307025,Resting
burst_1,Nakhu,307026,Resting
burst_1,Nakhu,307027,Resting
burst_1,Nakhu,307028,Resting
burst_1,Nakhu,307029,Resting
burst_1,Nakhu,307030,Walking
burst_1,Nakhu,307031,Remove
burst_1,Nakhu,307032,Remove
burst_1,Nakhu,307033,Remove
burst_1,Nakhu,307034,Remove
burst_1,Nakhu,307035,Remove
burst_1,Nakhu,307036,Remove
burst_1,Nakhu,307037,Remove
burst_1,Nakhu,307038,Remove
burst_1,Nakhu,307039,Remove
burst_1,Nakhu,307040,Remove
burst_1,Nakhu,307041,Remove
burst_1,Nakhu,307042,Remove
burst_1,Nakhu,307043,Remove
burst_1,Nakhu,307044,Remove
burst_1,Nakhu,307045,Remove
burst_1,Nakhu,308145,Resting
burst_1,Nakhu,308146,Eating
burst_1,Nakhu,308147,Eating
burst_1,Nakhu,308148,Eating
burst_1,Nakhu,308149,Eating
burst_1,Nakhu,308150,Resting
burst_1,Nakhu,308151,Resting
burst_1,Nakhu,308152,Walking
burst_1,Nakhu,309689,Resting
burst_1,Nakhu,309690,Resting
burst_1,Nakhu,309691,Resting
burst_1,Nakhu,309692,Walking
burst_1,Nakhu,309693,Eating
burst_1,Nakhu,309694,Remove
burst_1,Nakhu,309695,Walking
burst_1,Nakhu,309696,Walking
burst_1,Nakhu,309697,Remove
burst_1,Nakhu,309698,Eating
burst_1,Nakhu,309699,Eating
burst_1,Nakhu,309700,Eating
burst_1,Nakhu,309701,Resting
burst_1,Nakhu,309702,Eating
burst_1,Nakhu,309703,Eating
burst_1,Nakhu,309704,Walking
burst_1,Nakhu,309705,Remove
burst_1,Nakhu,309706,Walking
burst_1,Nakhu,309707,Eating
burst_1,Nakhu,309711,Resting
burst_1,Nakhu,309712,Eating
burst_1,Nakhu,309713,Resting
burst_1,Nakhu,309714,Walking
burst_1,Nakhu,309715,Eating
burst_1,Nakhu,309716,Walking
burst_1,Nakhu,309717,Eating
burst_1,Nakhu,309718,Resting
burst_1,Nakhu,309719,Resting
burst_1,Nakhu,309720,Eating
burst_1,Nakhu,309721,Walking
burst_1,Nakhu,309722,Walking
burst_1,Nakhu,309723,Eating
burst_1,Nakhu,309724,Walking
burst_1,Nakhu,309725,Remove
burst_1,Nakhu,309726,Remove
burst_1,Nakhu,309727,Walking
burst_1,Nakhu,322355,Resting
burst_1,Nakhu,322356,Remove
burst_1,Nakhu,322357,Resting
burst_1,Nakhu,322358,Eating
burst_1,Nakhu,322359,Eating
burst_1,Nakhu,322360,Eating
burst_1,Nakhu,322361,Eating
burst_1,Nakhu,322362,Remove
burst_1,Nakhu,322363,Remove
burst_1,Nakhu,322364,Remove
burst_1,Nakhu,322365,Eating
burst_1,Nakhu,322366,Remove
burst_1,Nakhu,322367,Eating
burst_1,Nakhu,322368,Eating
burst_1,Nakhu,322369,Resting
burst_1,Nakhu,322370,Resting
burst_1,Nakhu,322371,Resting
burst_1,Nakhu,322372,Resting
burst_1,Nakhu,322373,Eating
burst_1,Nakhu,322374,Eating
burst_1,Nakhu,326043,Resting
burst_1,Nakhu,326044,Eating
burst_1,Nakhu,326045,Eating
burst_1,Nakhu,326046,Eating
burst_1,Nakhu,326047,Eating
burst_1,Nakhu,326048,Resting
burst_1,Nakhu,326049,Eating
burst_1,Nakhu,326050,Resting
burst_1,Nakhu,326051,Resting
burst_1,Nakhu,326052,Resting
burst_1,Nakhu,326053,Resting
burst_1,Nakhu,326054,Walking
burst_1,Nakhu,326055,Walking
burst_1,Nakhu,326056,Self-scratching
burst_1,Nakhu,326057,Walking
burst_1,Nakhu,326058,Eating
burst_1,Nakhu,326059,Resting
burst_1,Nakhu,326060,Walking
burst_1,Nakhu,326061,Eating
burst_1,Nakhu,326062,Resting
burst_1,Ndawanya,313688,Eating
burst_1,Ndawanya,313689,Eating
burst_1,Ndawanya,313690,Self-scratching
burst_1,Ndawanya,313691,Eating
burst_1,Ndawanya,313692,Eating
burst_1,Ndawanya,313693,Remove
burst_1,Ndawanya,313694,Remove
burst_1,Ndawanya,313695,Remove
burst_1,Ndawanya,313696,Remove
burst_1,Ndawanya,313697,Resting
burst_1,Ndawanya,313698,Walking
burst_1,Ndawanya,313699,Eating
burst_1,Ndawanya,313700,Resting
burst_1,Ndawanya,313701,Eating
burst_1,Ndawanya,313702,Resting
burst_1,Ndawanya,313703,Eating
burst_1,Ndawanya,313704,Eating
burst_1,Ndawanya,313705,Walking
burst_1,Ndawanya,313706,Remove
burst_1,Ndawanya,313707,Eating
burst_1,Ndawanya,342472,Eating
burst_1,Ndawanya,342473,Eating
burst_1,Ndawanya,342474,Remove
burst_1,Ndawanya,342475,Eating
burst_1,Ndawanya,342476,Remove
burst_1,Ndawanya,342477,Eating
burst_1,Ndawanya,342478,Eating
burst_1,Ndawanya,342479,Resting
burst_1,Ndawanya,342480,Resting
burst_1,Ndawanya,342481,Walking
burst_1,Ndawanya,342482,Remove
burst_1,Ndawanya,342483,Eating
burst_1,Ndawanya,342484,Eating
burst_1,Ndawanya,342485,Eating
burst_1,Ndawanya,342486,Walking
burst_1,Ndawanya,342487,Eating
burst_1,Ndawanya,342488,Eating
burst_1,Ndawanya,342489,Remove
burst_1,Ndawanya,342490,Eating
burst_1,Ndawanya,342491,Eating
burst_1,Okefenokee,70847,Remove
burst_1,Okefenokee,77460,Resting
burst_1,Okefenokee,77461,Resting
burst_1,Okefenokee,77462,Resting
burst_1,Okefenokee,77463,Resting
burst_1,Okefenokee,77565,Remove
burst_1,Okefenokee,79456,Eating
burst_1,Okefenokee,79457,Resting
burst_1,Okefenokee,79458,Resting
burst_1,Okefenokee,79459,Resting
burst_1,Okefenokee,79460,Remove
burst_1,Okefenokee,79461,Resting
burst_1,Okefenokee,79528,Resting
burst_1,Okefenokee,80479,Grooming actor
burst_1,Okefenokee,80480,Grooming receiver
burst_1,Okefenokee,80481,Resting
burst_1,Okefenokee,93774,Walking
burst_1,Okefenokee,93907,Eating
burst_1,Okefenokee,93908,Walking
burst_1,Okefenokee,93909,Grooming actor
burst_1,Okefenokee,100584,Walking
burst_1,Okefenokee,100585,Resting
burst_1,Okefenokee,100586,Eating
burst_1,Okefenokee,100587,Eating
burst_1,Okefenokee,100588,Resting
burst_1,Okefenokee,100589,Eating
burst_1,Okefenokee,158309,Resting
burst_1,Okefenokee,158310,Resting
burst_1,Okefenokee,158311,Resting
burst_1,Okefenokee,158312,Resting
burst_1,Okefenokee,158313,Resting
burst_1,Okefenokee,158314,Eating
burst_1,Okefenokee,158315,Eating
burst_1,Okefenokee,179146,Running
burst_1,Okefenokee,179152,Resting
burst_1,Okefenokee,179153,Resting
burst_1,Okefenokee,179154,Resting
burst_1,Okefenokee,179155,Resting
burst_1,Okefenokee,179156,Resting
burst_1,Okefenokee,179157,Resting
burst_1,Okefenokee,179160,Walking
burst_1,Okefenokee,179161,Resting
burst_1,Okefenokee,179162,Resting
burst_1,Okefenokee,179163,Resting
burst_1,Okefenokee,179164,Resting
burst_1,Okefenokee,179165,Resting
burst_1,Pomelo,88553,Eating
burst_1,Pomelo,88554,Eating
burst_1,Pomelo,88555,Eating
burst_1,Pomelo,88556,Eating
burst_1,Pomelo,88557,Walking
burst_1,Pomelo,88558,Eating
burst_1,Pomelo,88559,Grooming actor
burst_1,Pomelo,88560,Resting
burst_1,Pomelo,88561,Eating
burst_1,Pomelo,88570,Eating
burst_1,Pomelo,88571,Eating
burst_1,Pomelo,88572,Eating
burst_1,Pomelo,88573,Walking
burst_1,Pomelo,142122,Remove
burst_1,Pomelo,142123,Resting
burst_1,Pomelo,142124,Remove
burst_1,Pomelo,142125,Eating
burst_1,Pomelo,142126,Remove
burst_1,Pomelo,142127,Remove
burst_1,Pomelo,142128,Remove
burst_1,Pomelo,142129,Remove
burst_1,Pomelo,160490,Remove
burst_1,Pomelo,160491,Resting
burst_1,Pomelo,160492,Resting
burst_1,Pomelo,160493,Resting
burst_1,Pomelo,160494,Resting
burst_1,Pomelo,160495,Remove
burst_1,Pomelo,160496,Remove
burst_1,Pomelo,160497,Remove
burst_1,Pomelo,160498,Eating
burst_1,Pomelo,160499,Remove
burst_1,Pomelo,160500,Remove
burst_1,Pomelo,160504,Remove
burst_1,Pomelo,161586,Resting
burst_1,Pomelo,161587,Eating
burst_1,Pomelo,161589,Eating
burst_1,Pomelo,161590,Eating
burst_1,Pomelo,161591,Eating
burst_1,Pomelo,161592,Remove
burst_1,Pomelo,300225,Resting
burst_1,Pomelo,300226,Resting
burst_1,Pomelo,300227,Resting
burst_1,Pomelo,300228,Remove
burst_1,Pomelo,300229,Resting
burst_1,Pomelo,300230,Resting
burst_1,Pomelo,300231,Walking
burst_1,Pomelo,300232,Eating
burst_1,Pomelo,300233,Resting
burst_1,Pomelo,300234,Eating
burst_1,Pomelo,300235,Resting
burst_1,Pomelo,300236,Remove
burst_1,Pomelo,300237,Walking
burst_1,Pomelo,300238,Walking
burst_1,Pomelo,300239,Eating
burst_1,Pomelo,300240,Resting
burst_1,Pomelo,300241,Resting
burst_1,Pomelo,300242,Resting
burst_1,Pomelo,300243,Eating
burst_1,Pomelo,300244,Remove
burst_1,Pomelo,300245,Remove
burst_1,Pomelo,304140,Grooming receiver
burst_1,Pomelo,304141,Grooming receiver
burst_1,Pomelo,304142,Resting
burst_1,Pomelo,304143,Resting
burst_1,Pomelo,304144,Remove
burst_1,Pomelo,304145,Remove
burst_1,Pomelo,304146,Resting
burst_1,Pomelo,304147,Resting
burst_1,Pomelo,304148,Resting
burst_1,Pomelo,304149,Resting
burst_1,Pomelo,304150,Grooming actor
burst_1,Pomelo,304151,Walking
burst_1,Pomelo,304152,Eating
burst_1,Pomelo,304153,Resting
burst_1,Pomelo,304154,Walking
burst_1,Pomelo,304155,Eating
burst_1,Pomelo,304156,Walking
burst_1,Pomelo,304157,Resting
burst_1,Pomelo,304158,Walking
burst_1,Pomelo,304159,Resting
burst_1,Pomelo,320516,Resting
burst_1,Pomelo,320517,Eating
burst_1,Pomelo,320518,Resting
burst_1,Pomelo,320519,Resting
burst_1,Pomelo,320520,Resting
burst_1,Pomelo,320521,Eating
burst_1,Pomelo,320522,Grooming actor
burst_1,Pomelo,320523,Resting
burst_1,Pomelo,320524,Resting
burst_1,Pomelo,320525,Eating
burst_1,Pomelo,320526,Eating
burst_1,Pomelo,320527,Eating
burst_1,Pomelo,320528,Eating
burst_1,Pomelo,320529,Eating
burst_1,Pomelo,320530,Eating
burst_1,Pomelo,320531,Eating
burst_1,Pomelo,320532,Eating
burst_1,Pomelo,320533,Eating
burst_1,Pomelo,320534,Eating
burst_1,Pomelo,320535,Eating
burst_1,Ratel,62328,Resting
burst_1,Ratel,62329,Eating
burst_1,Ratel,62330,Walking
burst_1,Ratel,62331,Walking
burst_1,Ratel,62332,Eating
burst_1,Ratel,62333,Walking
burst_1,Ratel,62362,Eating
burst_1,Ratel,62363,Resting
burst_1,Ratel,62364,Resting
burst_1,Ratel,62405,Eating
burst_1,Ratel,62406,Eating
burst_1,Ratel,62463,Grooming receiver
burst_1,Ratel,62464,Grooming receiver
burst_1,Ratel,62465,Grooming receiver
burst_1,Ratel,69060,Remove
burst_1,Ratel,69061,Remove
burst_1,Ratel,69062,Resting
burst_1,Ratel,69063,Walking
burst_1,Ratel,69064,Walking
burst_1,Ratel,69065,Eating
burst_1,Ratel,69066,Resting
burst_1,Ratel,69067,Resting
burst_1,Ratel,69068,Resting
burst_1,Ratel,69069,Remove
burst_1,Ratel,69121,Walking
burst_1,Ratel,69122,Eating
burst_1,Ratel,69123,Eating
burst_1,Ratel,73088,Resting
burst_1,Ratel,73089,Resting
burst_1,Ratel,73090,Eating
burst_1,Ratel,73091,Walking
burst_1,Ratel,89357,Resting
burst_1,Ratel,89358,Resting
burst_1,Ratel,89359,Resting
burst_1,Ratel,89360,Sleeping
burst_1,Ratel,89361,Remove
burst_1,Ratel,89362,Remove
burst_1,Ratel,89363,Sleeping
burst_1,Ratel,89364,Sleeping
burst_1,Ratel,89365,Sleeping
burst_1,Ratel,89390,Resting
burst_1,Ratel,89391,Grooming receiver
burst_1,Ratel,89392,Grooming receiver
burst_1,Ratel,89393,Grooming receiver
burst_1,Ratel,89394,Grooming receiver
burst_1,Ratel,89395,Grooming actor
burst_1,Ratel,89396,Grooming actor
burst_1,Ratel,89397,Self-scratching
burst_1,Ratel,89461,Walking
burst_1,Ratel,89462,Eating
burst_1,Ratel,173912,Walking
burst_1,Ratel,173913,Walking
burst_1,Ratel,173914,Remove
burst_1,Ratel,173915,Remove
burst_1,Ratel,173916,Eating
burst_1,Ratel,211953,Resting
burst_1,Ratel,211954,Resting
burst_1,Ratel,211955,Resting
burst_1,Ratel,211956,Remove
burst_1,Ratel,211957,Remove
burst_1,Ratel,302319,Resting
burst_1,Ratel,302320,Resting
burst_1,Ratel,302321,Resting
burst_1,Ratel,302322,Eating
burst_1,Ratel,302323,Walking
burst_1,Ratel,302324,Resting
burst_1,Ratel,302325,Remove
burst_1,Ratel,302326,Eating
